imdb_id,title,genres,popularity,release_date,budget,revenue,vote_average,ROI
tt1374989,Pride and Prejudice and Zombies,"[{'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",22.612,2016-02-04,28000000.0,16374328.0,5.9,0.5847974285714286
tt4669986,Loving,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",19.349,2016-11-04,9000000.0,8996802.0,6.7,0.9996446666666666
tt6044910,Operation Mekong,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10752, 'name': 'War'}]",19.238,2016-09-30,30200000.0,173000000.0,6.5,5.728476821192053
tt2823054,Mike and Dave Need Wedding Dates,"[{'id': 35, 'name': 'Comedy'}]",23.587,2016-06-15,33000000.0,77068246.0,6.1,2.335401393939394
tt3231054,Risen,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",21.564,2016-02-18,20000000.0,46069568.0,6.0,2.3034784
tt2126235,Collide,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",23.279,2016-08-04,21500000.0,4811525.0,5.6,0.2237918604651163
tt2238032,Skiptrace,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",20.273,2016-07-21,32000000.0,58500000.0,5.6,1.828125
tt4731008,Robinson Crusoe: The Wild Life,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",19.26,2016-02-04,13500000.0,40075446.0,5.8,2.9685515555555555
tt2709768,The Secret Life of Pets,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",16.875999999999998,2016-06-18,75000000.0,875457937.0,6.2,11.672772493333333
tt3741834,Lion,"[{'id': 18, 'name': 'Drama'}]",21.151,2016-01-20,12000000.0,140312928.0,8.1,11.692744
tt4954522,Raw,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",23.594,2016-11-11,3500000.0,4100000.0,7.1,1.1714285714285715
tt4651520,Bad Moms,"[{'id': 35, 'name': 'Comedy'}]",19.606,2016-07-28,20000000.0,183936074.0,6.5,9.1968037
tt4651410,Precious Cargo,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",19.869,2016-07-15,10500000.0,100659.0,5.1,0.009586571428571429
tt5133308,At the End of the Tunnel,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",18.364,2016-04-21,2000000.0,3190219.0,6.8,1.5951095
tt0490215,Silence,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",18.289,2016-12-22,46000000.0,23737523.0,7.1,0.5160331086956522
tt1712261,Triple 9,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",17.33,2016-02-19,20000000.0,12639297.0,5.9,0.63196485
tt4714782,Personal Shopper,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",16.059,2016-10-19,6000000.0,1305195.0,5.9,0.2175325
tt1212428,The Lost City of Z,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",18.735,2016-10-15,30000000.0,8574339.0,6.3,0.2858113
tt2822672,Rock Dog,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",19.232,2016-07-08,60000000.0,9420546.0,6.1,0.1570091
tt4276820,The Founder,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",22.733,2016-09-13,25000000.0,24121245.0,7.1,0.9648498
tt3606888,A Street Cat Named Bob,"[{'id': 18, 'name': 'Drama'}]",16.471,2016-11-04,8000000.0,82703.0,7.9,0.010337875
tt1473832,Bridget Jones's Baby,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",15.892,2016-09-14,35000000.0,211952420.0,6.4,6.055783428571429
tt4682786,Collateral Beauty,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",18.34,2016-12-06,36000000.0,88528280.0,7.3,2.459118888888889
tt3797868,The Choice,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",17.226,2016-02-04,10000000.0,18730891.0,7.2,1.8730891
tt1711525,Office Christmas Party,"[{'id': 35, 'name': 'Comedy'}]",23.314,2016-11-25,45000000.0,114501299.0,5.6,2.544473311111111
tt5653294,Flight Crew,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",16.357,2016-04-21,10000000.0,27305571.0,6.8,2.7305571
tt2582782,Hell or High Water,"[{'id': 80, 'name': 'Crime'}, {'id': 37, 'name': 'Western'}]",18.769,2016-08-12,12000000.0,37589296.0,7.3,3.1324413333333334
tt2368619,Bastille Day,"[{'id': 28, 'name': 'Action'}]",15.057,2016-04-22,20000000.0,14397593.0,6.2,0.71987965
tt1594972,Norm of the North,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",17.792,2016-01-14,7000000.0,17062499.0,4.6,2.437499857142857
