,popularity,id,video,vote_count,vote_average,title,release_date,original_language,original_title,genre_ids,backdrop_path,adult,overview,poster_path
63,99.08,609202,False,11,7.5,Black Fox,2019-10-05,ja,Blackfox,"[16, 28, 18, 878]",/8sy0d7k7zRXWlydi5TvvGpraNKe.jpg,False,Rikka is a ninja descendant. Her grandfather Hyoe is the last chief of their ninja clan and her father is a cyborg researcher. Both are killed when a weapons' company raids his lab to use his research. Rikka sets out to avenge their deaths.,/7ypOmAQ3TowBa4iBILBboOEQqYh.jpg
64,96.962,428045,False,164,6.2,Journey to China: The Mystery of Iron Mask,2019-08-16,ru,Тайна печати Дракона,"[12, 14]",/45Fn0FbRkMzUGgElIOa7jHfe07l.jpg,False,"The Russian Czar Peter the Great commissions Jonathan Green, an English traveller, to map the Far East territories of the Russian Empire. Green sets off on yet another long journey, full of unbelievable adventures, which eventually leads him to China. On his way, the famous cartographer makes breath-taking discoveries, meets mysterious creatures, Chinese princesses, deadly masters of oriental martial arts, and even Lun Van, the King of Dragons, himself. What could be more perilous than looking into the eyes of Viy? Only meeting him again… What will prevail this time — the unflinching scepticism of the scientist or ancient black magic, which has already gained influence over the Far East Lands?",/GAeK18hkfR6rzlo1vITvQhoEiW.jpg
65,96.515,423204,False,2046,6.4,Angel Has Fallen,2019-08-21,en,Angel Has Fallen,"[28, 53]",/k2WyDw2NTUIWnuEs5gT7wgrCQg6.jpg,False,"After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.",/fapXd3v9qTcNBTm39ZC4KUVQDNf.jpg
66,95.158,511987,False,1814,6.3,Crawl,2019-07-11,en,Crawl,"[18, 27, 53]",/lm4xH0YwFbVvTgdtau1thNK5S6J.jpg,False,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",/mKxpYRIrCZLxZjNqpocJ2RdQW8v.jpg
67,95.067,539140,False,8,7.0,Cencoroll Connect,2019-06-29,ja,センコロール コネクト,"[16, 878]",/bWW4VYjhFxIwOGUnw9mogxdIMpg.jpg,False,"Student Yuki has never seen one of the giant monsters she always hears about on the news and that threaten her city. But when she meets the lethargic Tetsu one day, things change suddenly. Because Tetsu moves around the houses with a creature called Cencoroll, which he can control with mind control and which can transform into a wide variety of objects. But not only Yuki is fascinated by Cencoroll: the boy Shu tries to take Cencoroll from Tetsu with the help of his own telepathy monster, whereupon the four engage in a bitter fight, in which Yuki also intervenes and the entire city is converted into a battle arena.",/2ayrhipQ6wETRZyixZW8UPKztEG.jpg
68,93.553,578189,False,398,6.7,Black and Blue,2019-10-25,en,Black and Blue,"[28, 53]",/7GWDrjxeBsh5onaYf5XHjIM9BA1.jpg,False,"A fast-paced action thriller about a rookie cop who inadvertently captures the murder of a young drug dealer on her body cam. After realizing that the murder was committed by corrupt cops, she teams up with the one person from her community who is willing to help her as she tries to escape both the criminals out for revenge and the police who are desperate to destroy the incriminating footage.",/1cSHEKYYP8Dpi4o1iBVd4U75FYt.jpg
69,91.516,627879,False,87,5.7,Rogue Warfare,2019-10-04,en,Rogue Warfare,"[28, 10752]",/sQENipE4TjyTnY8xBZvPKzi23jo.jpg,False,"A group of military elite from the U.S., Russia, UK, China and France join forces to fight an elite underground terrorist network.",/78hDh9EHDMbox4FlKlOrRfrmgpU.jpg
70,91.209,554311,False,61,6.5,Zombi Child,2019-06-12,fr,Zombi Child,"[18, 14, 27]",/yroX00jccBkKwIZ2oXRDcx0NIal.jpg,False,"Haiti, 1962: A man is brought back from the dead only to be sent to the living hell of the sugarcane fields. In Paris, 55 years later, at the prestigious Légion d’honneur boarding school, a Haitian girl confesses an old family secret to a group of new friends - never imagining that this strange tale will convince a heartbroken classmate to do the unthinkable.",/tiuUUPnd3NGrBaF9aGYXXvXameL.jpg
71,89.4,522518,False,731,8.1,A Dog's Journey,2019-05-03,en,A Dog's Journey,"[10751, 12, 18]",/71hIkBtvXhvRVh6HdE28CXaNNRz.jpg,False,A dog finds the meaning of his own existence through the lives of the humans he meets.,/wquJChp0NpoqthYdE3YjXNNxvVC.jpg
72,88.959,479455,False,2945,6.0,Men in Black: International,2019-06-12,en,Men in Black: International,"[35, 878]",/uK9uFbAwQ1s2JHKkJ5l0obPTcXI.jpg,False,"The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.",/dPrUPFcgLfNbmDL8V69vcrTyEfb.jpg
73,88.688,506574,False,922,7.9,Descendants 3,2019-08-09,en,Descendants 3,"[12, 14, 10402, 10751, 10770]",/iBJCHz6wWgyxbDmUD2Wk5huxbwS.jpg,False,The teenagers of Disney's most infamous villains return to the Isle of the Lost to recruit a new batch of villainous offspring to join them at Auradon Prep.,/7IRy0iHdaS0JI3ng4ZYlk5gLSFn.jpg
74,87.371,508664,False,96,6.4,Danger Close,2019-08-08,en,Danger Close: The Battle of Long Tan,"[10752, 28, 18, 36]",/7uacpbrJd9g9xSTLgfyg1NwkAiu.jpg,False,"Vietnam War, 1966. Australia and New Zealand send troops to support the United States and South Vietnamese in their fight against the communist North. Soldiers are very young men, recruits and volunteers who have never been involved in a combat. On August 18th, members of Delta Company will face the true horror of a ruthless battle among the trees of a rubber plantation called Long Tân. They are barely a hundred. The enemy is a human wave ready to destroy them.",/aB1rCWGMsM2mm1kBDleaPkqUCFo.jpg
75,85.777,574982,False,156,6.6,The Blackout,2019-11-21,ru,Аванпост,"[28, 878, 53]",/4phMeITqEnShF5C3ZD0Q8YQFMAB.jpg,False,"Contact between most towns on Earth has been severed. A small ring-like area in Eastern Europe still has electricity, and maybe even life is being reported from space. What military forces find outside the ring is shocking.",/avl9MEQhtvokNnzoWepkmHBZ2ss.jpg
76,85.429,704264,False,113,8.2,Primal: Tales of Savagery,2019-11-21,en,Primal: Tales of Savagery,"[28, 12, 16]",/uBZQOYZLIU9dBmd62fdzBAoropu.jpg,False,"Genndy Tartakovsky's Primal: Tales of Savagery features a caveman and a dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival.",/osBa5SDOCyk8DzLcy8Qa3bdwUXu.jpg
77,85.179,560192,False,87,6.2,Grand Isle,2019-12-06,en,Grand Isle,"[28, 53]",/tXQP5bdZbNWogkQhTHy0H5kqlUy.jpg,False,"Walter and his neglected wife lure a young man into their Victorian home to escape a hurricane. When the man is charged with murder by Det. Jones, he must reveal the couple's wicked secrets to save himself.",/8mcXb3km7hZ8aJKpxxgnvvxt9gW.jpg
78,84.321,559969,False,2859,6.9,El Camino: A Breaking Bad Movie,2019-10-11,en,El Camino: A Breaking Bad Movie,"[80, 18, 53, 28]",/2GUcUDSGqQSyIxe7xDxnVTfWQgq.jpg,False,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg
79,84.262,500916,False,149,6.2,Primal,2019-12-27,en,Primal,[28],/A3DD0R6vZ5SwD0qGKaU7HL5KVat.jpg,False,"A big-game hunter for zoos who has booked passage on a Greek shipping freighter with a fresh haul of exotic and deadly animals from the Amazon, including a rare white Jaguar - along with a political assassin being extradited to the U.S in secret. Two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos.",/v0Air5GTsfgtjsnZyji2lH6r2b8.jpg
80,84.143,466550,False,26,5.8,Drive,2019-11-01,hi,Drive,"[28, 53]",/ntUK4xBMhrYYkL4mdIlLexJDUD.jpg,False,A getaway driver is attracted to a female neighbor whose husband owes money to a local gangster. As a result he is drawn deeper into a dangerous underworld.,/1ZUNyvVGTPkeBVXXTMnhIRoXlfo.jpg
81,83.486,634524,False,60,6.6,Badland,2019-11-01,en,Badland,[37],/a7qhbl98PZGiLixvrcra3RPuNrr.jpg,False,"Detective Matthias Breecher, hired to track down the worst of the Confederate war criminals, roams the Old West seeking justice. His resolve is tested when he meets a determined pioneer woman who is far more than she seems.",/217ddlMrnXll436baw7y5ERmz3x.jpg
82,82.902,606856,False,929,8.2,Togo,2019-12-19,en,Togo,"[18, 12, 36, 10751]",/2Jr2OBzoLLOYqQWnyN4eicZv0sL.jpg,False,"The untold true story set in the winter of 1925 that takes you across the treacherous terrain of the Alaskan tundra for an exhilarating and uplifting adventure that will test the strength, courage and determination of one man, Leonhard Seppala, and his lead sled dog, Togo.",/921q4gPNN4J6UxvKaw6SCNBe3F8.jpg
83,82.157,514439,False,579,7.5,Breakthrough,2019-04-10,en,Breakthrough,[18],/2kR79WCmVIzFYQWH9X3LqcehvC2.jpg,False,"Tragedy strikes when a woman named Joyce's son falls through the ice on a frozen lake and is trapped underwater for over 15 minutes. After being rushed to the hospital, the 14-year-old boy continues to fight for his life as Joyce, her husband and their pastor stay by his bedside and pray for a miracle.",/t58dx7JIgchr9If5uxn3NmHaHoS.jpg
84,81.76,620725,False,640,7.1,Jexi,2019-10-10,en,Jexi,[35],/6ogNP2NPN7C1LccE8PhjGaNMvdM.jpg,False,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",/pdYhXJPoV0Kvwdih74lejHPTyWL.jpg
85,81.52,584044,False,11,4.8,The Viking War,2019-10-15,en,The Viking War,"[18, 14, 36]",/ebaQIQ0Uj60Rb9qcXaz0wF5B77I.jpg,False,"Ingrid and her siblings are on the run from the Beserkers who have begun invading the villages, taking over, savagely using the residents on a game where they vs a Beserker, and if they win, they get to survive - only, no one ever wins. The siblings are trying to escape the Beserkers after they violently murdered and took over their town. However, the Beserkers are on their trail, and want to put them in the game.",/7BEY3dAb6ZVHzND1Ewmw2PTAl76.jpg
86,79.785,456740,False,2100,5.4,Hellboy,2019-04-10,en,Hellboy,"[28, 12, 14, 878]",/hMbP23EkGk6tjEjRZQXhnVAl5fW.jpg,False,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg
87,79.481,556901,False,285,8.0,Teen Titans Go! vs. Teen Titans,2019-07-21,en,Teen Titans Go! vs. Teen Titans,"[28, 16]",/a0x89EyyjaUWnbczsqbVZJKYgUD.jpg,False,"In Teen Titans Go! vs Teen Titans, the comedic modern-day quintet takes on their 2003 counterparts when villains from each of their worlds join forces to pit the two Titan teams against each other. They'll need to set aside their differences and work together to combat Trigon, Hexagon, Santa Claus (that's right, Santa!) and time itself in order to save the multiverse.",/jFE4ZeXNIDU6c0PAFhKJ1WlL7Oo.jpg
88,78.873,449924,False,1116,7.2,Ip Man 4: The Finale,2019-12-19,cn,葉問4,"[28, 18, 36]",/hb3kjSQI0lwGUCIxnfAYec08VSq.jpg,False,"Following the death of his wife, Ip Man travels to San Francisco to ease tensions between the local kung fu masters and his star student, Bruce Lee, while searching for a better future for his son.",/swmjF0CQc59K3jdUFzOirXESeGN.jpg
89,78.163,513045,False,788,6.9,Stuber,2019-07-11,en,Stuber,"[28, 35, 80, 53]",/xgfn98c2UzvFWP6MXDzytearmQ3.jpg,False,"After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.",/klkFYDZOetegK8floj6IjvbzzQ2.jpg
90,77.652,378112,False,71,6.9,Salma's Big Wish,2019-10-24,es,Dia de Muertos,"[16, 10751, 14]",/zfWfKK9MX3EzFGbAQhmCrosHzvG.jpg,False,"In the Mexican town of Santa Clara, Salma, a 16 year-old orphan who never got to meet her biological parents, has spent most of her life searching for clues of their identities and whereabouts, that is until she discovers a special book that is filled with stories of the town's past and the history of it's people.",/nR9mgNV2FaXLJs4BzZg160dXWJC.jpg
91,77.595,535292,False,994,6.8,21 Bridges,2019-10-24,en,21 Bridges,"[28, 80, 18]",/lctL7EljtAJPEPnFv6O4lETboXH.jpg,False,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",/bSN9SysoRBMwJKNkfOlQlCw2YQO.jpg
92,77.358,595172,False,37,7.7,The Pilgrim's Progress,2019-04-18,en,The Pilgrim's Progress,"[12, 16]",/l2Ao3NXfrXtWzlBZ5DnP2l2szJj.jpg,False,"An epic journey, faithfully adapted to modern-day. Christian faces distractions, challenges, and perils at every turn of the way. But ends victorious, with helpful guides, as he stays on the narrow path to the distant Celestial City.",/vtfsNxAsDHElFvYHUc9Khwqg17Y.jpg
93,77.201,537061,False,490,8.4,Steven Universe: The Movie,2019-09-02,en,Steven Universe: The Movie,"[28, 12, 16, 35, 18, 14, 10402, 10751]",/re3ZvlKJg04iLpLRf1xTKHS2wLU.jpg,False,"Two years after the events of ""Change Your Mind"", Steven (now 16 years old) and his friends are ready to enjoy the rest of their lives peacefully. However, all of that changes when a new sinister Gem arrives, armed with a giant drill that saps the life force of all living things on Earth. In their biggest challenge ever, the Crystal Gems must work together to save all organic life on Earth within 48 hours.",/8mRgpubxHqnqvENK4Bei30xMDvy.jpg
94,75.979,641790,False,240,5.8,Trauma Center,2019-12-06,en,Trauma Center,"[28, 53]",/gM398wApRy9P67XbiW2HSGRddmL.jpg,False,"Lt. Wakes is a vengeful police detective determined to solve the murders of his partner and an informant, and joins forces with a witness injured during the shootings. After the killers pursue the witness across the abandoned floor of a hospital, she confirms Wakes's worst fears.",/8K73wvCTBA3XKgZTtOZWgENUnis.jpg
95,75.082,500922,False,279,6.3,A Score to Settle,2019-08-01,en,A Score to Settle,"[28, 18, 53]",/roe1DS7DJKRBD73F2rXZAAqngUA.jpg,False,A former mob enforcer who is released from prison after serving 22 years for a crime he didn't commit sets out on a path for revenge against the people who wronged him.,/4PBwZGBP6ziKuOgHRpbVRyGoqy3.jpg
96,72.636,636891,False,27,5.7,Scare Package,2019-10-04,en,Scare Package,"[27, 35]",/60w5MmaN69s3FAkKTkbz60EKjQk.jpg,False,"Chad Buckley is a horror aficionado, and he's lonely. Chad spends his days at his struggling genre video store arguing with his only regular customer, Sam. When an unsuspecting applicant shows up, Chad begins to teach him about the rules of horror and his video store at large, much to the chagrin of Sam. During Chad's on-boarding process, we weave in and out of different hilarious horror shorts, each one geared at a different set of horror tropes. As this new applicant learns the ropes, he begins to suspect Chad of something sinister, but we quickly learn that he may have a secret of his own.",/gRf46QmAsSKoHPKNTnCdyPIo1bG.jpg
97,72.616,524251,False,272,6.7,I See You,2019-09-11,en,I See You,"[53, 9648, 27]",/nCaIaAWO5nUhuczrJhCzLQ1BfuT.jpg,False,"When a 12-year-old boy goes missing, lead investigator Greg Harper struggles to balance the pressure of the investigation and troubles with his wife, Jackie. Facing a recent affair, great strain is put on the family that slowly gnaws away at Jackie's grip on reality. But after a malicious presence manifests itself in their home and puts their son, Connor, in mortal danger, the cold, hard truth about evil in the Harper household is finally uncovered.",/2LwamrHAmxqEHsT9JViFJxT08Ek.jpg
